cap.4383535	cap.4386223	cap.4388092	cap.4391097	cap.4391244	cap.4395785	pcp.4311574	pcp.4378760	pcp.4383785	pcp.4385354	pcp.4386363	pcp.4388658
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|g__Thermosulfidibacter	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|g__Thermosulfidibacter|s__Thermosulfidibacter_takaii	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae	0	0	0.0611636432050679	0	0	0	0	0.161794582362341	0	0.243014620670884	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella	0	0	0	0	0	0	0	0.0539315274541137	0	0.212637793087024	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina	0	0	0	0	0	0	0	0.0539315274541137	0	0.212637793087024	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium	0	0	0.0611636432050679	0	0	0	0	0.107863054908227	0	0.0303768275838605	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_azorense	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Hydrogenothermaceae|g__Sulfurihydrogenibium|s__Sulfurihydrogenibium_sp._YO3AOP1	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae	0	0	0.122327286410136	0	0.0555417410902855	0	0	0.0539315274541137	0.144413028192456	0.0303768275838605	0.137986533618211	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Thermocrinis|s__Thermocrinis_albus	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0.0539315274541137	0.144413028192456	0	0.0689932668091056	0
k__Bacteria|p__Aquificae|c__Aquificae|o__Aquificales|f__Aquificaceae|g__Aquifex|s__Aquifex_aeolicus	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0.0539315274541137	0.144413028192456	0	0.0689932668091056	0
k__Bacteria|p__Synergistetes	0	0	0.550472788845611	0	1.166376562896	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0.149451691633734
k__Bacteria|p__Synergistetes|c__Synergistia	0	0	0.550472788845611	0	1.166376562896	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0.149451691633734
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales	0	0	0.550472788845611	0	1.166376562896	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0.149451691633734
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae	0	0	0.550472788845611	0	1.166376562896	0	0.0724451266199545	0	0	0.0607536551677211	0.0689932668091056	0.149451691633734
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.0689932668091056	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Thermovirga|s__Thermovirga_lienii	0	0	0	0	0	0	0.0724451266199545	0	0	0	0.0689932668091056	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus|s__Cloacibacillus_porcorum	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella	0	0	0.0611636432050679	0	0.166625223270856	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Jonquetella|s__Jonquetella_anthropi	0	0	0.0611636432050679	0	0.166625223270856	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium	0	0	0.428145502435475	0	0.971980469079996	0	0	0	0	0	0	0.149451691633734
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum	0	0	0.428145502435475	0	0.971980469079996	0	0	0	0	0	0	0.149451691633734
k__Bacteria|p__Chlamydiae	0	0	0.122327286410136	0	0.0555417410902855	0	0	0.0539315274541137	0	0.54678289650949	0.137986533618211	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia	0	0	0.122327286410136	0	0.0555417410902855	0	0	0.0539315274541137	0	0.54678289650949	0.137986533618211	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	0	0	0	0	0.0277708705451427	0	0	0	0	0.425275586174048	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae|g__Waddlia	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Waddliaceae|g__Waddlia|s__Waddlia_chondrophila	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae|g__Criblamydia	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Criblamydiaceae|g__Criblamydia|s__Criblamydia_sequanensis	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae	0	0	0	0	0.0277708705451427	0	0	0	0	0.273391448254745	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia|s__Candidatus_Protochlamydia_naegleriophila	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Neochlamydia	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Neochlamydia|s__Neochlamydia_sp._S13	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Parachlamydia	0	0	0	0	0.0277708705451427	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Parachlamydia|s__Parachlamydia_acanthamoebae	0	0	0	0	0.0277708705451427	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales	0	0	0.122327286410136	0	0.0277708705451427	0	0	0.0539315274541137	0	0.121507310335442	0.137986533618211	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae	0	0	0.122327286410136	0	0.0277708705451427	0	0	0.0539315274541137	0	0.121507310335442	0.137986533618211	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia	0	0	0.122327286410136	0	0.0277708705451427	0	0	0.0539315274541137	0	0.121507310335442	0.137986533618211	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_sp._H15-1957-10C	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.137986533618211	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_sp._2742-308	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_gallinacea	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_muridarum	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_avium	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__Chlamydia|s__Chlamydia_felis	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Ignavibacteriae	0	0	0.0611636432050679	0	0.0277708705451427	0.0830944506368275	0.0724451266199545	0	0	0.182260965503163	0.0689932668091056	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria	0	0	0.0611636432050679	0	0.0277708705451427	0.0830944506368275	0.0724451266199545	0	0	0.182260965503163	0.0689932668091056	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales	0	0	0.0611636432050679	0	0.0277708705451427	0.0830944506368275	0.0724451266199545	0	0	0.182260965503163	0.0689932668091056	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae	0	0	0	0	0.0277708705451427	0	0	0	0	0.151884137919303	0	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae|g__Melioribacter	0	0	0	0	0.0277708705451427	0	0	0	0	0.151884137919303	0	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Melioribacteraceae|g__Melioribacter|s__Melioribacter_roseus	0	0	0	0	0.0277708705451427	0	0	0	0	0.151884137919303	0	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae	0	0	0.0611636432050679	0	0	0.0830944506368275	0.0724451266199545	0	0	0.0303768275838605	0	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium	0	0	0.0611636432050679	0	0	0.0830944506368275	0.0724451266199545	0	0	0.0303768275838605	0	0
k__Bacteria|p__Ignavibacteriae|c__Ignavibacteria|o__Ignavibacteriales|f__Ignavibacteriaceae|g__Ignavibacterium|s__Ignavibacterium_album	0	0	0.0611636432050679	0	0	0.0830944506368275	0.0724451266199545	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi	0	0	0.0611636432050679	0	0.138854352725714	0	0.144890253239909	0.0539315274541137	0.0361032570481139	0.364521931006327	0.482952867663739	0.0498172305445781
k__Bacteria|p__Chloroflexi|c__Anaerolineae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.206979800427317	0.0498172305445781
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.206979800427317	0.0498172305445781
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.206979800427317	0.0498172305445781
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Pelolinea|s__Pelolinea_submarina	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Anaerolinea|s__Anaerolinea_thermophila	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Brevefilum	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Anaerolineae|o__Anaerolineales|f__Anaerolineaceae|g__Brevefilum|s__Brevefilum_fermentans	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae|g__Thermomicrobium	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Thermomicrobiales|f__Thermomicrobiaceae|g__Thermomicrobium|s__Thermomicrobium_roseum	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae|g__Sphaerobacter	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chloroflexi|c__Thermomicrobia|o__Sphaerobacterales|f__Sphaerobacteraceae|g__Sphaerobacter|s__Sphaerobacter_thermophilus	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chloroflexi|g__Thermobaculum	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|g__Thermobaculum|s__Thermobaculum_terrenum	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Tepidiformia	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales|f__Tepidiformaceae	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales|f__Tepidiformaceae|g__Tepidiforma	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Tepidiformia|o__Tepidiformales|f__Tepidiformaceae|g__Tepidiforma|s__Tepidiforma_bonchosmolovskayae	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Caldilineae	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Caldilineae|o__Caldilineales|f__Caldilineaceae|g__Caldilinea|s__Caldilinea_aerophila	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	0	0	0	0	0.0277708705451427	0	0.144890253239909	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	0	0	0	0	0.0277708705451427	0	0.144890253239909	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae	0	0	0	0	0.0277708705451427	0	0.144890253239909	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae|g__Ktedonosporobacter	0	0	0	0	0.0277708705451427	0	0.144890253239909	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae|g__Ktedonosporobacter|s__Ktedonosporobacter_rubrisoli	0	0	0	0	0.0277708705451427	0	0.144890253239909	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	0	0	0	0	0.0555417410902855	0	0	0	0.0361032570481139	0.0911304827515816	0.137986533618211	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales	0	0	0	0	0.0277708705451427	0	0	0	0	0.0911304827515816	0.137986533618211	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae	0	0	0	0	0.0277708705451427	0	0	0	0	0.0911304827515816	0.137986533618211	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides	0	0	0	0	0.0277708705451427	0	0	0	0	0.0911304827515816	0.137986533618211	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|o__Dehalococcoidales|f__Dehalococcoidaceae|g__Dehalococcoides|s__Dehalococcoides_mccartyi	0	0	0	0	0	0	0	0	0	0.0911304827515816	0.137986533618211	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas	0	0	0	0	0.0277708705451427	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas_sp._GP	0	0	0	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia|g__Dehalogenimonas|s__Dehalogenimonas_formicexedens	0	0	0	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	0	0	0.0611636432050679	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Roseiflexus|s__Roseiflexus_sp._RS-1	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae|g__Chloroflexus	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae|g__Chloroflexus|s__Chloroflexus_aggregans	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Armatimonadetes	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Fimbriimonas	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae|g__Fimbriimonas|s__Fimbriimonas_ginsengisoli	0	0	0	0	0	0	0	0.0539315274541137	0	0	0.0689932668091056	0
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales|f__Chthonomonadaceae|g__Chthonomonas|s__Chthonomonas_calidirosea	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Chlorobi	0	0.0278016887746623	0.0611636432050679	0	0.0555417410902855	0	0.217335379859864	0	0	0.212637793087024	0.344966334045528	0.0498172305445781
k__Bacteria|p__Chlorobi|c__Chlorobia	0	0.0278016887746623	0.0611636432050679	0	0.0555417410902855	0	0.217335379859864	0	0	0.212637793087024	0.344966334045528	0.0498172305445781
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales	0	0.0278016887746623	0.0611636432050679	0	0.0555417410902855	0	0.217335379859864	0	0	0.212637793087024	0.344966334045528	0.0498172305445781
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae	0	0.0278016887746623	0.0611636432050679	0	0.0555417410902855	0	0.217335379859864	0	0	0.212637793087024	0.344966334045528	0.0498172305445781
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Pelodictyon	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Pelodictyon|s__Pelodictyon_phaeoclathratiforme	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Pelodictyon|s__Pelodictyon_luteolum	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris|s__Prosthecochloris_sp._CIB_2401	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Prosthecochloris|s__Prosthecochloris_aestuarii	0	0	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum	0	0	0.0611636432050679	0	0	0	0	0	0	0	0.275973067236422	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_tepidum	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_limnaeum	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_parvum	0	0	0.0611636432050679	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium	0	0.0278016887746623	0	0	0.0277708705451427	0	0	0	0	0.0911304827515816	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeovibrioides	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_chlorochromatii	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0.0498172305445781
k__Bacteria|p__Chlorobi|c__Chlorobia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides	0	0.0278016887746623	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Thermotogae	0.0299095985375163	0.0556033775493245	0.183490929615204	0	0.166625223270856	0	0	0.269657637270569	0.0361032570481139	1.09356579301898	0.137986533618211	0.0498172305445781
