cap.4383535	cap.4386223	cap.4388092	cap.4391097	cap.4391244	cap.4395785	pcp.4311574	pcp.4378760	pcp.4383785	pcp.4385354	pcp.4386363	pcp.4388658
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera	0.0299095985375163	0	0.305818216025339	0	0	0.0830944506368275	0	0	0.0361032570481139	0.0911304827515816	0.0689932668091056	0.647623997079515
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_sp._LHK132	0	0	0.0611636432050679	0	0	0.0830944506368275	0	0	0	0.0303768275838605	0.0689932668091056	0.199268922178312
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_sp._F8	0	0	0.122327286410136	0	0	0	0	0	0	0	0	0.298903383267468
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Rheinheimera_sp._D18	0.0299095985375163	0	0.122327286410136	0	0	0	0	0	0.0361032570481139	0.0607536551677211	0	0.149451691633734
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales	0.0598191970750327	0.0556033775493245	0	0	0.0555417410902855	0	0.0724451266199545	0	0	0.121507310335442	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae	0.0598191970750327	0.0556033775493245	0	0	0.0555417410902855	0	0.0724451266199545	0	0	0.121507310335442	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Frischella	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Frischella|s__Frischella_perrara	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Gilliamella|s__Gilliamella_apicola	0	0	0	0	0.0277708705451427	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Orbus	0.0598191970750327	0.0556033775493245	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Orbales|f__Orbaceae|g__Orbus|s__Orbus_sp._IPMB12	0.0598191970750327	0.0556033775493245	0	0	0.0277708705451427	0	0	0	0	0.0303768275838605	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	0.0598191970750327	0	0.550472788845611	0.113985866322505	0.0555417410902855	0	0.217335379859864	0.539315274541137	0.0361032570481139	1.54921820677689	0.551946134472844	0.149451691633734
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.151884137919303	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Beggiatoa	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Beggiatoa|s__Beggiatoa_leptomitoformis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Thiothrix	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Thiothrix|s__Thiothrix_sp._Ku-5	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Thiotrichaceae|g__Thiothrix|s__Thiothrix_sp.	0	0	0.0611636432050679	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	0	0	0.183490929615204	0	0.0277708705451427	0	0.144890253239909	0.161794582362341	0	0.334145103422466	0.275973067236422	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga_nitratireducenticrescens	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio	0	0	0	0	0	0	0	0.0539315274541137	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_thermophilus	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_marinus	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Hydrogenovibrio|s__Hydrogenovibrio_crunogenus	0	0	0	0	0	0	0	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiosulfatimonas	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiosulfatimonas|s__Thiosulfatimonas_sediminis	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Piscirickettsia	0	0	0	0	0	0	0.0724451266199545	0	0	0.212637793087024	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Piscirickettsia|s__Piscirickettsia_salmonis	0	0	0	0	0	0	0.0724451266199545	0	0	0.212637793087024	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus	0	0	0.0611636432050679	0	0	0	0	0.107863054908227	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus|s__Thiomicrorhabdus_sp._G1	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus|s__Thiomicrorhabdus_indica	0	0	0	0	0	0	0	0.107863054908227	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrorhabdus|s__Thiomicrorhabdus_sediminis	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus	0	0	0.0611636432050679	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus_zancles	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Cycloclasticus|s__Cycloclasticus_sp._P1	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Thiomicrospira|s__Thiomicrospira_cyclica	0	0	0.0611636432050679	0	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae	0.0598191970750327	0	0.305818216025339	0.113985866322505	0.0277708705451427	0	0.0724451266199545	0.323589164724682	0.0361032570481139	1.06318896543512	0.206979800427317	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella	0	0	0	0	0	0	0	0	0	0.121507310335442	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella|s__Allofrancisella_inopinata	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Allofrancisella|s__Allofrancisella_guangzhouensis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella	0.0598191970750327	0	0.305818216025339	0.113985866322505	0.0277708705451427	0	0.0724451266199545	0.323589164724682	0.0361032570481139	0.941681655099677	0.206979800427317	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_sp._Scap27	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_halioticida	0	0	0	0	0	0	0	0	0	0.0303768275838605	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_sp._FSC1006	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_hispaniensis	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_marina	0	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_persica	0	0	0	0	0	0	0	0	0	0.121507310335442	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_philomiragia	0	0	0	0	0	0	0	0.107863054908227	0	0.151884137919303	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_frigiditurris	0	0	0	0	0	0	0.0724451266199545	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_tularensis	0	0	0	0.0569929331612527	0	0	0	0.161794582362341	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_sp._LA112445	0	0	0.0611636432050679	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_noatunensis	0	0	0.0611636432050679	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales	0.089728795612549	0	0.183490929615204	0.0569929331612527	0.166625223270856	0.0830944506368275	0.434670759719727	0.215726109816455	1.33582051078022	1.06318896543512	1.03489900213658	0.298903383267468
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae	0	0	0.0611636432050679	0	0.0277708705451427	0	0.217335379859864	0.0539315274541137	0.0361032570481139	0.698667034428793	0.206979800427317	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer	0	0	0.0611636432050679	0	0.0277708705451427	0	0.217335379859864	0.0539315274541137	0.0361032570481139	0.698667034428793	0.206979800427317	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_aggregans	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_thermotolerans	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_hydrolyticus	0	0	0	0	0	0	0	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._THAF38	0	0	0	0	0	0	0	0	0	0.212637793087024	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._A4B17	0	0	0	0	0	0	0	0	0.0361032570481139	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_agarilyticus	0	0	0	0	0	0	0	0.0539315274541137	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._SH-1	0	0	0	0	0	0	0.0724451266199545	0	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._YPW1	0	0	0	0	0	0	0.144890253239909	0	0	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._GL-2	0	0	0	0	0.0277708705451427	0	0	0	0	0.212637793087024	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Microbulbiferaceae|g__Microbulbifer|s__Microbulbifer_sp._ALW1	0	0	0.0611636432050679	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae	0	0	0.122327286410136	0	0.111083482180571	0	0	0	0	0.0607536551677211	0.137986533618211	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Congregibacter	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Congregibacter|s__Congregibacter_litoralis	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Kineobactrum	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Kineobactrum|s__Kineobactrum_salinum	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus	0	0	0.122327286410136	0	0.111083482180571	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus|s__Halioglobus_japonicus	0	0	0	0	0.0555417410902855	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Halieaceae|g__Halioglobus|s__Halioglobus_maricola	0	0	0.122327286410136	0	0.0555417410902855	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae	0.0299095985375163	0	0	0.0569929331612527	0.0277708705451427	0	0.0724451266199545	0.0539315274541137	0	0.121507310335442	0.137986533618211	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Zhongshania	0	0	0	0	0	0	0	0	0	0.121507310335442	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Zhongshania|s__Zhongshania_aliphaticivorans	0	0	0	0	0	0	0	0	0	0.121507310335442	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Spongiibacter	0	0	0	0.0569929331612527	0.0277708705451427	0	0.0724451266199545	0.0539315274541137	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Spongiibacter|s__Spongiibacter_sp._CSC3.9	0	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Spongiibacter|s__Spongiibacter_sp._IMCC21906	0	0	0	0.0569929331612527	0.0277708705451427	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Oceanicoccus	0.0299095985375163	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Spongiibacteraceae|g__Oceanicoccus|s__Oceanicoccus_sagamiensis	0.0299095985375163	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae	0.0598191970750327	0	0	0	0	0.0830944506368275	0.144890253239909	0.107863054908227	1.2997172537321	0.182260965503163	0.482952867663739	0.149451691633734
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter	0	0	0	0	0	0	0	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter|s__Teredinibacter_sp._Bs08	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Teredinibacter|s__Teredinibacter_turnerae	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Agarilytica	0	0	0	0	0	0	0	0.0539315274541137	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Agarilytica|s__Agarilytica_rhodophyticola	0	0	0	0	0	0	0	0.0539315274541137	0	0.0607536551677211	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus	0	0	0	0	0	0.0830944506368275	0.0724451266199545	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Saccharophagus|s__Saccharophagus_degradans	0	0	0	0	0	0.0830944506368275	0.0724451266199545	0	0	0	0.137986533618211	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio	0.0598191970750327	0	0	0	0	0	0.0724451266199545	0.0539315274541137	1.2997172537321	0.121507310335442	0.206979800427317	0.149451691633734
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_japonicus	0	0	0	0	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp._PSBB006	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cellvibrionales|f__Cellvibrionaceae|g__Cellvibrio|s__Cellvibrio_sp._KY-GH-1	0.0598191970750327	0	0	0	0	0	0.0724451266199545	0.0539315274541137	1.26361399668399	0.0911304827515816	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	0.119638394150065	0.0834050663239868	1.10094557769122	0.227971732645011	0.30547957599657	0.166188901273655	0.507115886339682	0.701109856903478	0.108309771144342	1.88336331019935	1.2418788025639	0.498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	0.119638394150065	0.0834050663239868	1.10094557769122	0.227971732645011	0.30547957599657	0.166188901273655	0.507115886339682	0.701109856903478	0.108309771144342	1.88336331019935	1.2418788025639	0.498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Salinivibrio	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Salinivibrio|s__Salinivibrio_costicola	0	0	0	0	0	0	0	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Salinivibrio|s__Salinivibrio_sp._YCSC6	0	0	0	0	0	0	0	0	0	0.0303768275838605	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Paraphotobacterium	0	0	0	0	0	0	0	0	0	0.182260965503163	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Paraphotobacterium|s__Paraphotobacterium_marinum	0	0	0	0	0	0	0	0	0	0.182260965503163	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Enterovibrio	0	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Enterovibrio|s__Candidatus_Enterovibrio_luxaltus	0	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio	0	0	0	0.0569929331612527	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Aliivibrio|s__Aliivibrio_fischeri	0	0	0	0.0569929331612527	0	0	0	0	0	0	0.0689932668091056	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium	0.0299095985375163	0	0	0	0	0	0.0724451266199545	0.0539315274541137	0.0361032570481139	0.243014620670884	0.0689932668091056	0.0996344610891561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_profundum	0	0	0	0	0	0	0	0	0	0.0607536551677211	0.0689932668091056	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_damselae	0	0	0	0	0	0	0	0.0539315274541137	0.0361032570481139	0.0911304827515816	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_gaetbulicola	0	0	0	0	0	0	0.0724451266199545	0	0	0	0	0.0498172305445781
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Photobacterium|s__Photobacterium_ganghwense	0.0299095985375163	0	0	0	0	0	0	0	0	0.0911304827515816	0	0
